order_id,customer_id,product_name,category,quantity,unit_price,revenue,order_date,city,payment_method,store,discount
3541,4119,Tablet,ELECTRONICS,7,126.19,883.3299999999999,2023-09-25 00:00:00,lagos,Transfer,Store_C,0.21
3542,1825,Printer,Electronics,4,1325.16,5300.64,2022-11-13 00:00:00,LAGOS,Card,Store_B,0.22
3543,2759,Headphones,electronics,4,554.44,2217.76,29/06/2022,Lagos,CARD,Store_A,0.0
3544,4061,Headphones,electronics,7,,,2024-11-13 00:00:00,LAGOS,CARD,Store_A,0.12
3545,3845,Headphones,electronics,6,56.86,341.15999999999997,2023-08-28 00:00:00,Lagos,Card,Store_B,0.24
3546,1824,Tablet,Electronics,8,689.01,5512.08,2024-09-12 00:00:00,Abuja,Cash,Store_D,0.05
3547,1777,Phone,ELECTRONICS,1,263.34,263.34,2024-08-29,Abuja,Transfer,Store_C,0.12
3548,3290,Headphones,electronics,10,,,2023-02-19 00:00:00,lagos,Transfer,Store_B,0.08
3549,4428,Headphones,electronics,2,1294.93,2589.86,2023-03-30 00:00:00,Lagos,CARD,Store_D,0.21
3550,1765,Phone,ELECTRONICS,8,1364.24,10913.92,2022-09-25 00:00:00,lagos,Transfer,Store_D,0.06
3551,3685,Printer,Electronics,2,325.27,650.54,2022-06-15 00:00:00,Kano,Card,Store_C,0.06
3552,1969,Laptop,Electronics,10,805.89,8058.9,2022-04-29 00:00:00,LAGOS,Transfer,Store_A,0.08
3553,1018,Phone,Electronics,4,,,2024-07-14 00:00:00,Kano,Transfer,Store_B,0.02
3554,4596,Laptop,Electronics,5,844.14,4220.7,2022-10-23 00:00:00,Port Harcourt,cash,Store_C,0.09
3555,3898,Headphones,ELECTRONICS,9,798.35,7185.150000000001,2022-04-23 00:00:00,LAGOS,Cash,Store_D,0.03
3556,3039,Phone,ELECTRONICS,3,1259.11,3777.33,2024-04-22 00:00:00,Abuja,cash,Store_C,0.2
3557,1984,Tablet,ELECTRONICS,4,1896.63,7586.52,2023-11-15 00:00:00,Kano,Transfer,Store_D,0.14
3558,3857,Laptop,ELECTRONICS,8,811.94,6495.52,2022-12-15 00:00:00,lagos,Transfer,Store_B,0.17
3559,4123,Phone,Electronics,6,163.84,983.04,2024-12-20 00:00:00,Kano,Card,Store_B,0.26
3560,2682,Tablet,electronics,8,758.77,6070.16,2024-12-21 00:00:00,LAGOS,Cash,Store_C,0.21
3561,1430,Laptop,Electronics,1,588.69,588.69,2024-01-15 00:00:00,Lagos,CARD,Store_B,0.25
3562,2674,Printer,Electronics,1,1471.67,1471.67,2024-04-07 00:00:00,Abuja,CARD,Store_C,0.05
3563,2801,Headphones,ELECTRONICS,6,961.74,5770.4400000000005,2023-08-24 00:00:00,lagos,Transfer,Store_A,0.03
3564,1534,Printer,electronics,8,658.66,5269.28,2022-12-21 00:00:00,Port Harcourt,Transfer,Store_B,0.06
3565,3494,Camera,electronics,2,1393.65,2787.3,2023-04-01 00:00:00,Abuja,Card,Store_A,0.05
3566,3119,Headphones,ELECTRONICS,4,781.28,3125.12,2024-10-01 00:00:00,lagos,Card,Store_C,0.27
3567,1891,Laptop,ELECTRONICS,7,674.55,4721.849999999999,2024-07-18 00:00:00,LAGOS,cash,Store_A,0.1
3568,3004,Phone,ELECTRONICS,1,1298.49,1298.49,2023-10-19 00:00:00,LAGOS,Transfer,Store_B,0.28
3569,2672,Camera,electronics,7,273.2,1912.3999999999999,2023-10-11 00:00:00,Kano,Transfer,Store_C,0.24
3570,4303,Camera,ELECTRONICS,9,289.11,2601.9900000000002,2024-02-20 00:00:00,Port Harcourt,Cash,Store_A,0.15
3571,1516,Camera,electronics,1,1656.12,1656.12,2024-11-04 00:00:00,Abuja,Transfer,Store_B,0.02
3572,1283,Laptop,electronics,10,1548.09,15480.9,2023-12-05 00:00:00,lagos,CARD,Store_B,0.22
3573,4626,Tablet,ELECTRONICS,8,212.95,1703.6,2023-05-22 00:00:00,Lagos,cash,Store_B,0.04
3574,4406,Phone,Electronics,3,518.18,1554.54,2023-09-05 00:00:00,Kano,cash,Store_C,0.29
3575,1334,Headphones,Electronics,2,1487.41,2974.82,2024-03-20 00:00:00,Lagos,cash,Store_D,0.26
3576,3027,Camera,Electronics,6,88.99,533.9399999999999,2024-01-11 00:00:00,Lagos,Cash,Store_B,0.11
954,3364,Camera,electronics,4,549.02,2196.08,2022-02-13 00:00:00,Lagos,cash,Store_C,0.23
3578,4424,Printer,electronics,3,1278.38,3835.1400000000003,2035-01-01 00:00:00,LAGOS,Card,Store_C,0.17
3579,1547,Laptop,electronics,9,1707.92,15371.28,2024-11-26 00:00:00,Lagos,Card,Store_D,0.22
3580,1530,Laptop,ELECTRONICS,1,875.94,875.94,2023-11-19 00:00:00,Kano,Transfer,Store_C,0.27
3581,3917,Camera,Electronics,7,908.1,6356.7,2022-01-16 00:00:00,,Card,Store_C,0.09
3582,1079,Printer,ELECTRONICS,9,549.58,4946.22,2023-12-10 00:00:00,lagos,Card,Store_C,0.06
3583,1514,Tablet,ELECTRONICS,7,1064.39,7450.7300000000005,2023-02-01 00:00:00,lagos,Card,Store_B,0.13
3584,3620,Camera,Electronics,4,498.61,1994.44,2023-03-26 00:00:00,LAGOS,cash,Store_D,0.22
3585,1337,Printer,ELECTRONICS,3,1958.82,5876.46,18/09/2023,lagos,Transfer,Store_B,0.29
3586,3776,Camera,electronics,4,1128.39,4513.56,2023-03-07,Lagos,Transfer,Store_D,0.07
3587,3317,Tablet,ELECTRONICS,4,843.84,3375.36,2023-09-15 00:00:00,Abuja,Transfer,Store_A,0.25
3588,2203,Tablet,ELECTRONICS,6,532.88,3197.2799999999997,2024-10-15 00:00:00,Port Harcourt,Card,Store_B,0.03
3589,2613,Laptop,electronics,7,830.11,5810.77,2024-11-14 00:00:00,Lagos,Cash,Store_D,0.15
3590,2869,Laptop,electronics,5,1350.4,6752.0,2023-06-18 00:00:00,Abuja,Transfer,Store_D,0.12
3591,2736,Headphones,ELECTRONICS,5,1953.43,9767.15,2023-04-08 00:00:00,lagos,Transfer,Store_D,0.05
3592,3730,Camera,electronics,7,1699.32,11895.24,2022-11-11 00:00:00,lagos,CARD,Store_C,0.15
3593,2832,Headphones,ELECTRONICS,6,1356.49,8138.9400000000005,2023-03-24 00:00:00,LAGOS,cash,Store_D,0.24
3594,4024,Phone,ELECTRONICS,10,341.97,3419.7000000000003,2022-07-26 00:00:00,lagos,Card,Store_C,0.19
3595,3126,Phone,Electronics,2,1418.5,2837.0,2024-07-05 00:00:00,LAGOS,cash,Store_D,0.25
3596,1013,Headphones,Electronics,9,218.99,1970.91,2023-05-30 00:00:00,lagos,CARD,Store_D,0.28
3597,4123,Headphones,ELECTRONICS,1,1441.34,1441.34,2024-08-04 00:00:00,LAGOS,Cash,Store_A,0.17
3598,2225,Printer,ELECTRONICS,10,1091.7,10917.0,2022-09-08 00:00:00,Abuja,Card,Store_B,0.27
3599,1335,Phone,Electronics,9,1375.41,12378.69,2024-10-23 00:00:00,lagos,Cash,Store_A,0.01
3600,2130,Phone,Electronics,9,1154.71,10392.39,2023-01-03,Lagos,Card,Store_C,0.08
3601,4264,Printer,electronics,3,830.68,2492.04,2023-11-17 00:00:00,Port Harcourt,cash,Store_A,0.08
3602,3368,Tablet,ELECTRONICS,8,1217.6,9740.8,2022-04-05 00:00:00,lagos,CARD,Store_B,0.07
3603,2146,Camera,ELECTRONICS,8,826.89,6615.12,2024-05-07 00:00:00,Port Harcourt,Transfer,Store_A,0.3
3604,3332,Headphones,Electronics,6,1224.4,7346.400000000001,2022-03-28 00:00:00,lagos,Card,Store_D,0.08
3605,1365,Laptop,Electronics,9,1600.93,14408.37,2023-10-19 00:00:00,Abuja,CARD,Store_C,0.15
3606,3018,Laptop,ELECTRONICS,1,1159.0,1159.0,2024-02-08 00:00:00,lagos,CARD,Store_C,0.12
3607,2731,Camera,electronics,9,1840.09,16560.809999999998,2024-06-19 00:00:00,Kano,CARD,Store_D,0.23
3608,1168,Phone,ELECTRONICS,7,1867.69,13073.83,2023-03-04 00:00:00,lagos,cash,Store_A,0.19
3609,4251,Tablet,Electronics,4,1736.79,6947.16,10/12/2024,lagos,cash,Store_A,0.16
3610,1087,Headphones,electronics,7,1576.69,11036.83,2024-04-27 00:00:00,LAGOS,Card,Store_D,0.22
3611,3891,Camera,ELECTRONICS,2,457.27,914.54,2022-10-15 00:00:00,Lagos,Card,Store_A,0.02
3612,4962,Camera,ELECTRONICS,3,1812.26,5436.78,2023-03-17,Lagos,Card,Store_C,0.23
3613,4816,Printer,Electronics,8,1278.11,10224.88,2022-01-15 00:00:00,Port Harcourt,CARD,Store_B,0.19
3614,1856,Headphones,Electronics,5,676.14,3380.7,2022-01-15 00:00:00,Lagos,cash,Store_C,0.18
3615,1925,Camera,Electronics,9,312.27,2810.43,2024-05-15 00:00:00,Port Harcourt,cash,Store_B,0.03
3616,3925,Printer,Electronics,4,1146.06,4584.24,2024-07-22 00:00:00,lagos,cash,Store_A,0.09
3617,3757,Headphones,Electronics,10,612.67,6126.7,2022-06-28 00:00:00,Port Harcourt,Cash,Store_A,0.0
3618,2181,Printer,Electronics,10,409.56,4095.6,2024-10-01 00:00:00,LAGOS,CARD,Store_B,0.19
3619,4254,Laptop,ELECTRONICS,9,1218.39,10965.51,2022-01-15 00:00:00,Kano,cash,Store_C,0.3
3620,1141,Laptop,ELECTRONICS,5,-571.55,-2857.75,2023-02-21 00:00:00,LAGOS,Card,Store_D,0.09
3621,1377,Headphones,ELECTRONICS,6,1120.42,6722.52,2022-11-15 00:00:00,Kano,Cash,Store_A,0.18
3622,3446,Laptop,Electronics,5,1300.41,6502.05,2022-12-25 00:00:00,LAGOS,Cash,Store_B,0.29
3623,2319,Camera,ELECTRONICS,7,446.53,3125.71,2022-11-19 00:00:00,LAGOS,CARD,Store_D,0.24
3624,3756,Camera,ELECTRONICS,7,220.45,1543.1499999999999,2024-12-28 00:00:00,Abuja,Cash,Store_C,0.05
3625,3905,Camera,ELECTRONICS,2,163.19,326.38,2023-09-25 00:00:00,Port Harcourt,Card,Store_C,0.28
3626,2584,Tablet,Electronics,2,983.56,1967.12,2023-10-28 00:00:00,lagos,CARD,Store_A,0.3
3627,4856,Laptop,electronics,5,866.87,4334.35,2024-11-02 00:00:00,Kano,Cash,Store_D,0.22
3628,4306,Laptop,electronics,8,460.84,3686.72,2024-06-20 00:00:00,LAGOS,cash,Store_B,0.05
3629,2041,Tablet,Electronics,4,499.92,1999.68,2022-04-22 00:00:00,Lagos,cash,Store_D,0.0
3630,2301,Camera,Electronics,4,694.75,2779.0,2022-12-23 00:00:00,Kano,Transfer,Store_D,0.27
3631,4582,Camera,Electronics,3,1039.65,3118.9500000000003,2022-07-16 00:00:00,LAGOS,Card,Store_C,0.18
3632,3888,Camera,ELECTRONICS,3,1689.23,5067.6900000000005,2024-07-15 00:00:00,Kano,Card,Store_B,0.3
3633,1888,Laptop,ELECTRONICS,6,1117.67,6706.02,2024-11-17 00:00:00,Lagos,cash,Store_B,0.18
3634,3717,Laptop,ELECTRONICS,10,1617.44,16174.400000000001,2023-05-31 00:00:00,lagos,Cash,Store_B,0.24
3635,3855,Camera,electronics,6,705.71,4234.26,2022-05-02 00:00:00,Lagos,Cash,Store_C,0.06
3636,4906,Printer,ELECTRONICS,10,1757.67,17576.7,2022-05-14 00:00:00,Kano,Transfer,Store_A,0.16
3637,3433,Laptop,electronics,7,270.94,1896.58,2035-01-01 00:00:00,Abuja,CARD,Store_B,0.08
3638,4228,Laptop,ELECTRONICS,7,1280.9,8966.300000000001,2023-03-28 00:00:00,Abuja,Transfer,Store_D,0.06
3639,3664,Phone,ELECTRONICS,8,1734.23,13873.84,2023-11-02 00:00:00,Port Harcourt,Card,Store_B,0.08
3640,3747,Laptop,Electronics,3,659.93,1979.79,2023-11-16 00:00:00,lagos,Cash,Store_B,0.04
3641,1052,Printer,ELECTRONICS,10,1007.5,10075.0,2024-11-24 00:00:00,lagos,CARD,Store_A,0.21
3642,1742,Laptop,ELECTRONICS,5,1191.55,5957.75,2023-09-01 00:00:00,Kano,Transfer,Store_D,0.14
3643,3632,Camera,electronics,10,1583.97,15839.7,05/11/2022,LAGOS,Transfer,Store_D,0.0
3644,3933,Phone,ELECTRONICS,4,71.66,286.64,2022-08-17 00:00:00,Port Harcourt,cash,Store_D,0.09
3645,4713,Phone,Electronics,5,-1279.8,-6399.0,2023-04-11 00:00:00,Lagos,Cash,Store_B,0.18
3646,1051,Headphones,electronics,6,1949.96,11699.76,2022-12-11 00:00:00,lagos,Transfer,Store_C,0.07
3647,4795,Tablet,ELECTRONICS,8,1946.29,15570.32,2024-11-20 00:00:00,lagos,CARD,Store_A,0.28
3648,3674,Laptop,ELECTRONICS,6,1384.06,8304.36,2024-10-01 00:00:00,lagos,Cash,Store_C,0.11
3649,3187,Tablet,electronics,9,1642.8,14785.199999999999,2024-06-28 00:00:00,lagos,Card,Store_B,0.23
3650,2071,Phone,Electronics,8,1935.66,15485.28,2023-12-24 00:00:00,lagos,CARD,Store_A,0.05
3651,1119,Camera,Electronics,9,740.82,6667.38,2022-02-18 00:00:00,Lagos,CARD,Store_B,0.14
3652,2091,Camera,Electronics,10,1167.76,11677.6,2022-07-06 00:00:00,Kano,Cash,Store_B,0.25
3653,2664,Phone,Electronics,5,1940.69,9703.45,2023-06-18 00:00:00,lagos,Card,Store_C,0.1
3654,2600,Phone,electronics,9,283.34,2550.06,2023-12-25 00:00:00,Lagos,Cash,Store_D,0.27
3655,3710,Printer,Electronics,10,1690.78,16907.8,2024-01-19 00:00:00,Lagos,CARD,Store_B,0.23
3656,2853,Tablet,electronics,7,730.5,5113.5,2022-11-04,Abuja,Card,Store_D,0.25
3657,4468,Phone,electronics,4,1016.14,4064.56,2023-05-15 00:00:00,Lagos,Transfer,Store_B,0.24
3658,4625,Camera,electronics,4,340.95,1363.8,2024-01-06 00:00:00,Abuja,Transfer,Store_C,0.18
3659,2334,Phone,Electronics,7,81.4,569.8000000000001,2024-11-05 00:00:00,Lagos,CARD,Store_B,0.08
3660,3818,Headphones,electronics,8,1620.0,12960.0,2023-03-25 00:00:00,LAGOS,Card,Store_A,0.22
3661,2707,Phone,electronics,8,1698.19,13585.52,2022-11-20 00:00:00,Lagos,cash,Store_A,0.17
3662,1763,Phone,Electronics,8,1316.01,10528.08,2023-07-22 00:00:00,Abuja,Card,Store_A,0.23
3663,4990,Headphones,ELECTRONICS,7,1198.15,8387.050000000001,2024-06-10 00:00:00,LAGOS,cash,Store_A,0.23
3664,2907,Camera,ELECTRONICS,3,455.2,1365.6,2022-06-06 00:00:00,lagos,Transfer,Store_D,0.07
3665,4888,Headphones,ELECTRONICS,2,1496.52,2993.04,2024-12-13 00:00:00,Kano,Cash,Store_C,0.25
3666,2893,Phone,electronics,5,1572.5,7862.5,05/01/2022,LAGOS,Transfer,Store_D,0.23
3667,3397,Phone,ELECTRONICS,7,1562.52,10937.64,2024-03-05 00:00:00,Kano,CARD,Store_A,0.16
3668,3332,Headphones,ELECTRONICS,7,503.03,3521.21,2024-09-30 00:00:00,Port Harcourt,Card,Store_C,0.04
3669,4237,Headphones,electronics,6,-71.8,-430.79999999999995,2022-08-22 00:00:00,lagos,CARD,Store_A,0.03
3670,4251,Camera,ELECTRONICS,3,58.72,176.16,2022-01-25 00:00:00,Kano,CARD,Store_D,0.04
3671,3892,Laptop,electronics,7,558.89,3912.23,2022-01-08 00:00:00,Lagos,Card,Store_C,0.09
3672,3853,Headphones,electronics,2,972.3,1944.6,2024-03-26 00:00:00,Abuja,cash,Store_A,0.09
3673,1823,Phone,ELECTRONICS,3,435.54,1306.6200000000001,27/06/2023,Port Harcourt,Card,Store_D,0.27
3674,2043,Camera,ELECTRONICS,6,923.18,5539.08,2024-06-28 00:00:00,Port Harcourt,Cash,Store_D,0.01
3675,2918,Phone,Electronics,10,310.15,3101.5,2023-11-02 00:00:00,Abuja,CARD,Store_C,0.27
3676,4837,Laptop,ELECTRONICS,7,849.09,5943.63,2022-08-23,Lagos,CARD,Store_D,0.14
3677,1214,Phone,Electronics,1,98.54,98.54,2024-05-30 00:00:00,Port Harcourt,Card,Store_C,0.1
3678,1415,Phone,electronics,6,1326.51,7959.0599999999995,2022-08-11 00:00:00,Lagos,Transfer,Store_A,0.17
3679,3331,Headphones,electronics,5,728.88,3644.4,2024-06-29 00:00:00,Kano,Card,Store_D,0.09
3680,4393,Camera,ELECTRONICS,3,844.84,2534.52,2024-09-14 00:00:00,lagos,Card,Store_A,0.09
3681,1414,Tablet,Electronics,3,1044.89,3134.67,2023-08-17 00:00:00,Port Harcourt,Cash,Store_D,0.18
3682,3260,Camera,Electronics,4,1586.92,6347.68,2023-09-14 00:00:00,Kano,cash,Store_C,0.13
3683,4933,Headphones,ELECTRONICS,9,1803.8,16234.199999999999,2022-02-22 00:00:00,Kano,cash,Store_A,0.1
3684,3046,Tablet,Electronics,9,1404.11,12636.99,2023-05-31 00:00:00,Port Harcourt,Cash,Store_B,0.17
3685,4216,Headphones,Electronics,4,-1888.89,-7555.56,2022-07-05 00:00:00,lagos,cash,Store_C,0.19
271,4136,Phone,Electronics,3,1866.95,5600.85,2024-03-03 00:00:00,Kano,Card,Store_B,0.08
3687,1938,Tablet,Electronics,2,174.03,348.06,2024-03-23 00:00:00,Abuja,Transfer,Store_A,0.21
3688,2719,Laptop,electronics,4,1735.86,6943.44,2022-08-26 00:00:00,lagos,cash,Store_D,0.3
3689,2341,Printer,ELECTRONICS,4,1430.17,5720.68,2024-02-25 00:00:00,Abuja,Card,Store_C,0.02
3690,4317,Tablet,electronics,2,493.0,986.0,2022-01-12 00:00:00,Lagos,Transfer,Store_A,0.27
3691,3370,Phone,Electronics,10,1033.55,10335.5,2022-06-04 00:00:00,Abuja,Transfer,Store_A,0.06
3692,1065,Headphones,Electronics,10,632.52,6325.2,2024-07-25 00:00:00,Lagos,Transfer,Store_A,0.18
3693,3199,Printer,electronics,6,1108.4,6650.400000000001,2022-09-02 00:00:00,Kano,cash,Store_D,0.06
3694,4794,Headphones,electronics,6,1451.8,8710.8,2022-09-30 00:00:00,Abuja,Transfer,Store_C,0.24
3695,1145,Printer,ELECTRONICS,6,463.49,2780.94,2024-02-23 00:00:00,Port Harcourt,CARD,Store_D,0.23
3696,4875,Phone,ELECTRONICS,3,1282.19,3846.57,2022-01-18 00:00:00,Port Harcourt,Transfer,Store_B,0.08
3697,4416,Tablet,electronics,6,134.0,804.0,2024-11-26 00:00:00,Kano,Cash,Store_D,0.17
3698,3247,Headphones,ELECTRONICS,9,1102.77,9924.93,2023-09-16 00:00:00,Abuja,cash,Store_A,0.17
3699,2414,Printer,ELECTRONICS,3,255.31,765.9300000000001,2022-02-07,Abuja,Card,Store_A,0.16
3700,2350,Phone,Electronics,3,1940.96,5822.88,2024-03-04 00:00:00,Lagos,CARD,Store_D,0.17
3701,1414,Printer,Electronics,8,1196.48,9571.84,2024-02-05 00:00:00,Kano,CARD,Store_C,0.23
3702,2244,Laptop,electronics,3,998.13,2994.39,2022-08-18 00:00:00,LAGOS,Transfer,Store_C,0.19
3703,1596,Printer,electronics,7,-1411.37,-9879.59,2024-03-07 00:00:00,Lagos,Card,Store_D,0.15
3704,1948,Laptop,ELECTRONICS,6,1883.16,11298.960000000001,17/03/2024,lagos,Card,Store_A,0.09
3705,3764,Tablet,Electronics,5,641.62,3208.1,2024-06-30 00:00:00,Kano,Card,Store_C,0.06
3706,4375,Laptop,Electronics,3,1220.17,3660.51,2022-11-23 00:00:00,Abuja,cash,Store_C,0.12
3707,4314,Camera,ELECTRONICS,4,796.46,3185.84,2022-03-13 00:00:00,Lagos,Transfer,Store_B,0.03
3708,3443,Laptop,ELECTRONICS,9,970.66,8735.94,2023-09-16 00:00:00,Abuja,Cash,Store_B,0.14
3709,1530,Tablet,electronics,8,1099.42,8795.36,2024-03-05 00:00:00,Lagos,CARD,Store_B,0.07
3710,3556,Headphones,ELECTRONICS,7,1710.61,11974.269999999999,2024-07-06 00:00:00,lagos,Card,Store_C,0.26
3711,3475,Phone,ELECTRONICS,2,531.56,1063.12,2024-03-16 00:00:00,Port Harcourt,cash,Store_A,0.11
3712,4733,Headphones,electronics,6,102.63,615.78,2024-01-05 00:00:00,Lagos,cash,Store_A,0.06
3713,3139,Printer,Electronics,3,1541.47,4624.41,2023-10-18 00:00:00,Port Harcourt,cash,Store_D,0.01
3714,1602,Tablet,Electronics,5,335.61,1678.0500000000002,2022-11-14 00:00:00,Lagos,Transfer,Store_B,0.01
3715,2251,Headphones,electronics,7,-1945.01,-13615.07,2023-03-23 00:00:00,Kano,CARD,Store_B,0.14
3716,3956,Camera,Electronics,8,971.19,7769.52,2023-09-17 00:00:00,LAGOS,CARD,Store_C,0.23
3717,3732,Headphones,ELECTRONICS,7,1552.25,10865.75,2024-10-30 00:00:00,lagos,CARD,Store_D,0.13
3718,3698,Camera,Electronics,10,657.68,6576.799999999999,2022-09-07 00:00:00,Abuja,Cash,Store_C,0.27
3719,1768,Phone,electronics,9,1876.71,16890.39,27/05/2022,lagos,Cash,Store_D,0.1
3720,4503,Printer,ELECTRONICS,7,1790.51,12533.57,2023-11-20 00:00:00,lagos,cash,Store_D,0.26
3721,1031,Laptop,electronics,10,,,2022-11-06 00:00:00,lagos,Cash,Store_D,0.11
3722,1853,Headphones,ELECTRONICS,10,695.55,6955.5,2023-02-18 00:00:00,LAGOS,Cash,Store_B,0.18
3723,4275,Camera,electronics,4,1430.4,5721.6,2024-01-16 00:00:00,Lagos,Cash,Store_A,0.08
3724,4254,Laptop,ELECTRONICS,7,,,17/11/2024,LAGOS,Transfer,Store_B,0.17
3725,2379,Camera,ELECTRONICS,9,530.03,4770.2699999999995,2024-09-28 00:00:00,Abuja,cash,Store_D,0.29
3726,3207,Camera,ELECTRONICS,3,1073.09,3219.2699999999995,2024-11-02 00:00:00,Abuja,CARD,Store_A,0.25
3727,4135,Tablet,electronics,9,1412.43,12711.87,2022-05-22 00:00:00,lagos,cash,Store_C,0.09
3728,2154,Phone,Electronics,4,624.18,2496.72,2024-08-11 00:00:00,LAGOS,cash,Store_A,0.03
3729,3303,Printer,Electronics,7,1844.05,12908.35,2022-04-28 00:00:00,Abuja,Cash,Store_D,0.28
3730,2560,Laptop,electronics,8,493.67,3949.36,2022-02-28 00:00:00,Kano,Card,Store_D,0.06
3731,3515,Headphones,ELECTRONICS,10,644.32,6443.200000000001,2022-11-09 00:00:00,LAGOS,Transfer,Store_C,0.06
3732,4386,Tablet,Electronics,9,93.97,845.73,2022-08-06 00:00:00,Port Harcourt,Transfer,Store_D,0.06
3733,2737,Printer,electronics,10,1881.62,18816.199999999997,2024-12-20 00:00:00,Lagos,Cash,Store_B,0.3
3734,4207,Headphones,electronics,4,1209.92,4839.68,2023-08-05 00:00:00,Port Harcourt,CARD,Store_D,0.2
3735,2673,Tablet,electronics,2,1089.78,2179.56,2024-09-14 00:00:00,Lagos,Cash,Store_D,0.23
3736,4290,Headphones,electronics,7,1903.71,13325.970000000001,2023-07-27,Lagos,Cash,Store_D,0.24
3737,2701,Camera,electronics,8,366.99,2935.92,2024-10-29 00:00:00,lagos,Card,Store_D,0.28
3738,3312,Headphones,ELECTRONICS,3,643.93,1931.79,2022-05-27 00:00:00,Lagos,CARD,Store_D,0.05
3739,4952,Headphones,ELECTRONICS,2,1294.84,2589.68,2022-01-31 00:00:00,Port Harcourt,CARD,Store_C,0.21
3740,2564,Tablet,electronics,1,1000.57,1000.57,2024-06-02 00:00:00,LAGOS,CARD,Store_C,0.27
3741,2533,Headphones,ELECTRONICS,9,1773.94,15965.460000000001,2023-01-09 00:00:00,Kano,Cash,Store_D,0.28
3742,4696,Headphones,ELECTRONICS,8,646.29,5170.32,2022-04-26 00:00:00,Lagos,Transfer,Store_B,0.0
3743,3250,Headphones,Electronics,2,1852.59,3705.18,2024-05-28 00:00:00,Kano,CARD,Store_A,0.24
3744,1330,Headphones,electronics,2,336.33,672.66,2023-12-04 00:00:00,Abuja,CARD,Store_A,0.22
3745,2664,Printer,electronics,6,1114.34,6686.039999999999,2024-05-14 00:00:00,lagos,Card,Store_A,0.16
3746,1570,Laptop,Electronics,1,1432.74,1432.74,2024-02-20 00:00:00,LAGOS,Card,Store_C,0.16
3747,1025,Printer,ELECTRONICS,3,,,2024-08-17 00:00:00,lagos,Transfer,Store_A,0.2
3748,2758,Headphones,Electronics,10,826.94,8269.400000000001,2023-04-28 00:00:00,,CARD,Store_D,0.24
3749,1551,Laptop,electronics,6,,,2024-07-30 00:00:00,Kano,Transfer,Store_A,0.22
3750,3192,Phone,ELECTRONICS,1,1225.26,1225.26,2022-06-29 00:00:00,lagos,Cash,Store_B,0.0
3751,1358,Camera,electronics,10,169.76,1697.6,2022-08-16 00:00:00,Abuja,cash,Store_D,0.28
3752,3091,Headphones,electronics,1,1413.97,1413.97,2022-09-13 00:00:00,Port Harcourt,CARD,Store_B,0.05
3753,4585,Tablet,electronics,5,103.39,516.95,2022-06-25 00:00:00,lagos,Card,Store_A,0.26
3754,3765,Tablet,ELECTRONICS,7,178.44,1249.08,2022-12-11 00:00:00,Kano,Transfer,Store_B,0.05
3755,2976,Phone,electronics,6,786.01,4716.0599999999995,2035-01-01 00:00:00,Lagos,Cash,Store_D,0.28
3756,1454,Phone,electronics,4,1924.67,7698.68,2023-02-06 00:00:00,Lagos,Transfer,Store_D,0.02
3757,4139,Tablet,ELECTRONICS,3,666.06,1998.1799999999998,2024-09-08 00:00:00,lagos,Transfer,Store_D,0.22
3758,4097,Laptop,Electronics,8,329.62,2636.96,2024-09-10 00:00:00,Kano,cash,Store_A,0.12
3759,3037,Laptop,Electronics,3,1474.69,4424.07,2024-05-05,,Card,Store_B,0.01
3760,1354,Tablet,ELECTRONICS,4,1292.78,5171.12,2023-06-07 00:00:00,lagos,Cash,Store_B,0.07
3761,1943,Camera,electronics,3,1157.29,3471.87,2024-12-19 00:00:00,lagos,Cash,Store_C,0.04
3762,2634,Camera,Electronics,10,63.42,634.2,2024-07-28 00:00:00,Kano,cash,Store_A,0.18
3763,1611,Tablet,Electronics,10,1254.58,12545.8,2023-10-23 00:00:00,lagos,cash,Store_C,0.08
3764,3861,Laptop,ELECTRONICS,6,542.86,3257.16,2023-02-25,LAGOS,CARD,Store_C,0.24
538,3483,Phone,ELECTRONICS,2,915.26,1830.52,2024-07-16 00:00:00,Lagos,CARD,Store_D,0.09
3766,3290,Printer,electronics,3,1657.56,4972.68,2024-10-12 00:00:00,Port Harcourt,CARD,Store_A,0.22
3767,2509,Phone,Electronics,5,969.57,4847.85,18/08/2022,Kano,cash,Store_B,0.03
3768,4234,Headphones,electronics,5,871.74,4358.7,2024-05-08 00:00:00,Kano,Cash,Store_D,0.09
3769,3021,Laptop,ELECTRONICS,5,1812.48,9062.4,2024-02-11 00:00:00,lagos,Cash,Store_D,0.21
3770,4869,Camera,Electronics,2,983.64,1967.28,2023-08-24 00:00:00,LAGOS,cash,Store_A,0.18
3771,4976,Printer,electronics,8,1829.12,14632.96,2024-12-19 00:00:00,Port Harcourt,CARD,Store_B,0.05
3772,3731,Camera,ELECTRONICS,6,1835.64,11013.84,2023-01-26 00:00:00,Abuja,Transfer,Store_C,0.06
3773,3322,Phone,electronics,6,290.45,1742.6999999999998,2023-02-04 00:00:00,Abuja,Card,Store_A,0.09
3774,4506,Laptop,ELECTRONICS,9,1120.1,10080.9,2022-08-16 00:00:00,Abuja,Transfer,Store_C,0.11
3775,1664,Camera,electronics,1,1753.26,1753.26,2024-04-02 00:00:00,LAGOS,Transfer,Store_A,0.13
3776,3980,Tablet,Electronics,6,472.71,2836.2599999999998,21/04/2023,Kano,Cash,Store_A,0.03
